,Flow,Flow,Flow,Flow,Flow,Flow,Flow,Flow,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,SwUsageRate,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow,NatFlow
2010-10-10,4.951,0.043,17.085,14.671,1.678,0.885,31.824,12.372,0.227,0.003,7.303,1.83,0.487,0.881,9.144,0.0,5.178,0.046,24.387,16.5,2.166,1.766,40.968,12.372
2010-10-11,4.799,0.044,19.644,20.304,1.616,1.028,38.164,10.986,0.23,0.003,7.358,1.836,0.491,0.885,9.207,0.0,5.028,0.047,27.002,22.141,2.108,1.913,47.371,10.986
2010-10-12,4.156,0.038,17.906,16.367,1.45,0.829,33.831,10.356,0.232,0.003,7.406,1.843,0.495,0.889,9.261,0.0,4.388,0.041,25.312,18.209,1.946,1.718,43.092,10.356
2010-10-13,3.749,0.036,16.037,12.661,1.325,0.694,29.308,10.162,0.235,0.003,7.445,1.849,0.499,0.892,9.306,0.0,3.984,0.039,23.482,14.51,1.825,1.587,38.614,10.162
2010-10-14,3.587,0.035,13.33,8.232,1.276,0.634,23.039,10.528,0.237,0.003,7.475,1.855,0.504,0.895,9.342,0.0,3.824,0.038,20.804,10.086,1.779,1.529,32.381,10.528
2010-10-15,3.547,0.035,13.349,8.259,1.265,0.605,23.082,11.075,0.24,0.003,7.495,1.86,0.508,0.898,9.368,0.0,3.787,0.039,20.844,10.119,1.773,1.504,32.45,11.075
2010-10-16,3.518,0.039,13.269,8.144,1.254,0.649,22.902,11.61,0.243,0.003,7.509,1.867,0.513,0.901,9.39,0.0,3.761,0.042,20.778,10.011,1.767,1.551,32.292,11.61
2010-10-17,3.546,0.036,13.282,8.163,1.838,0.845,22.932,14.999,0.246,0.003,7.522,1.876,0.52,0.904,9.412,0.0,3.792,0.04,20.804,10.039,2.358,1.749,32.344,14.999
2010-10-18,4.204,0.034,17.031,14.565,2.002,0.667,31.695,14.86,0.249,0.004,7.534,1.887,0.528,0.908,9.435,0.0,4.453,0.038,24.565,16.451,2.53,1.575,41.13,14.86
2010-10-19,3.458,0.033,13.867,9.025,1.636,0.651,24.255,12.762,0.253,0.004,7.545,1.9,0.537,0.911,9.459,0.0,3.711,0.037,21.411,10.925,2.173,1.562,33.714,12.762
2010-10-20,4.017,0.034,14.329,9.741,1.667,0.907,25.313,11.941,0.258,0.004,7.554,1.915,0.548,0.914,9.484,0.0,4.275,0.038,21.883,11.656,2.215,1.821,34.797,11.941
2010-10-21,3.446,0.027,13.095,7.899,1.444,0.593,22.513,11.263,0.262,0.004,7.562,1.931,0.559,0.918,9.509,0.0,3.708,0.031,20.657,9.83,2.003,1.511,32.022,11.263
2010-10-22,3.067,0.023,12.014,6.463,1.273,0.527,20.125,10.59,0.267,0.004,7.569,1.949,0.572,0.921,9.534,0.0,3.334,0.028,19.583,8.412,1.845,1.448,29.659,10.59
2010-10-23,2.916,0.032,10.958,5.217,1.199,0.78,17.854,10.739,0.272,0.005,7.574,1.968,0.585,0.925,9.56,0.0,3.188,0.036,18.533,7.185,1.784,1.705,27.414,10.739
2010-10-24,2.935,0.031,11.175,5.461,1.182,0.927,18.316,11.219,0.277,0.005,7.579,1.988,0.599,0.929,9.585,0.0,3.212,0.036,18.755,7.449,1.781,1.856,27.901,11.219
2010-10-25,2.81,0.028,10.822,5.067,1.155,0.973,17.566,11.351,0.283,0.005,7.583,2.01,0.614,0.933,9.611,0.0,3.093,0.033,18.405,7.077,1.769,1.906,27.177,11.351
2010-10-26,2.819,0.029,10.874,5.124,1.184,0.939,17.675,11.689,0.288,0.005,7.586,2.032,0.629,0.937,9.637,0.0,3.107,0.035,18.46,7.156,1.814,1.876,27.312,11.689
2010-10-27,2.751,0.027,10.409,4.629,1.188,0.906,16.699,12.324,0.294,0.005,7.588,2.055,0.645,0.941,9.662,0.0,3.045,0.032,17.997,6.683,1.832,1.846,26.361,12.324
2010-10-28,2.723,0.032,10.761,5.0,1.195,1.077,17.436,12.434,0.3,0.006,7.589,2.078,0.661,0.945,9.687,0.0,3.023,0.038,18.35,7.078,1.856,2.022,27.123,12.434
2010-10-29,3.109,0.019,10.66,4.893,1.2,0.858,17.225,11.632,0.305,0.006,7.59,2.101,0.677,0.949,9.712,0.0,3.414,0.025,18.25,6.994,1.877,1.807,26.937,11.632
2010-10-30,2.96,0.008,9.871,4.09,1.128,0.745,15.583,11.118,0.311,0.006,7.589,2.125,0.693,0.953,9.736,0.0,3.272,0.015,17.46,6.215,1.821,1.697,25.319,11.118
2010-10-31,2.714,0.008,9.337,3.593,1.124,0.803,14.495,11.499,0.317,0.006,7.588,2.149,0.709,0.957,9.76,0.0,3.031,0.014,16.925,5.742,1.833,1.76,24.255,11.499
2010-11-01,2.562,0.005,9.133,3.413,1.111,0.889,14.084,10.988,0.323,0.007,7.587,2.172,0.725,0.961,9.782,0.0,2.885,0.011,16.72,5.585,1.836,1.85,23.866,10.988
2010-11-02,2.441,0.005,9.343,3.599,1.082,0.909,14.507,10.776,0.328,0.007,7.585,2.195,0.741,0.965,9.804,0.0,2.77,0.012,16.927,5.794,1.823,1.874,24.311,10.776
2010-11-03,2.341,0.014,9.088,3.374,1.074,0.927,13.994,11.111,0.334,0.007,7.582,2.218,0.756,0.969,9.825,0.0,2.675,0.021,16.67,5.592,1.83,1.896,23.819,11.111
2010-11-04,2.243,0.028,8.692,3.042,1.07,1.041,13.206,11.015,0.34,0.007,7.579,2.24,0.77,0.973,9.844,0.0,2.582,0.036,16.271,5.282,1.84,2.015,23.05,11.015
2010-11-05,4.837,0.025,12.061,6.522,1.309,0.332,20.227,11.274,0.345,0.007,7.576,2.261,0.784,0.978,9.863,0.0,5.182,0.033,19.637,8.783,2.094,1.31,30.09,11.274
2010-11-06,5.724,0.034,15.657,11.973,1.296,1.314,28.407,10.228,0.35,0.008,7.572,2.281,0.798,0.982,9.88,0.0,6.074,0.042,23.228,14.255,2.094,2.296,38.287,10.228
2010-11-07,3.912,0.034,12.742,7.411,1.07,0.44,21.726,10.833,0.355,0.008,7.568,2.3,0.81,0.986,9.895,0.0,4.267,0.042,20.31,9.712,1.88,1.426,31.621,10.833
2010-11-08,3.366,0.026,12.031,6.484,0.935,0.409,20.162,10.772,0.36,0.008,7.563,2.318,0.822,0.99,9.909,0.0,3.725,0.034,19.594,8.802,1.757,1.399,30.071,10.772
2010-11-09,2.978,0.02,11.828,6.233,0.888,0.435,19.721,10.557,0.364,0.008,7.559,2.334,0.832,0.994,9.921,0.0,3.342,0.028,19.387,8.567,1.72,1.429,29.642,10.557
2010-11-10,2.625,0.02,10.64,4.871,0.896,0.411,17.183,10.605,0.368,0.008,7.554,2.349,0.841,0.998,9.931,0.0,2.993,0.029,18.194,7.22,1.738,1.408,27.114,10.605
2010-11-11,2.388,0.028,9.939,4.156,0.95,0.398,15.723,10.85,0.372,0.008,7.549,2.362,0.849,1.002,9.94,0.0,2.76,0.036,17.488,6.518,1.799,1.4,25.663,10.85
2010-11-12,2.242,0.042,11.874,6.288,1.025,0.412,19.819,11.388,0.376,0.008,7.544,2.373,0.856,1.006,9.946,0.0,2.618,0.05,19.418,8.661,1.881,1.417,29.765,11.388
2010-11-13,2.085,0.035,11.133,5.413,1.072,0.426,18.226,11.816,0.379,0.008,7.539,2.382,0.861,1.009,9.95,0.0,2.464,0.043,18.672,7.794,1.933,1.436,28.176,11.816
2010-11-14,2.129,0.039,11.485,5.819,1.306,0.46,18.979,12.628,0.382,0.009,7.534,2.388,0.864,1.013,9.952,0.0,2.511,0.047,19.019,8.208,2.17,1.473,28.931,12.628
2010-11-15,2.131,0.048,12.84,7.545,1.568,0.472,21.944,12.346,0.384,0.009,7.53,2.392,0.866,1.017,9.951,0.0,2.515,0.057,20.37,9.937,2.434,1.488,31.895,12.346
2010-11-16,2.044,0.04,11.617,5.976,1.23,0.463,19.263,11.112,0.386,0.009,7.526,2.395,0.866,1.021,9.951,0.0,2.429,0.049,19.143,8.371,2.096,1.484,29.214,11.112
2010-11-17,1.962,0.039,11.579,5.931,1.272,0.529,19.181,11.219,0.388,0.009,7.524,2.398,0.866,1.027,9.952,0.0,2.35,0.048,19.102,8.329,2.138,1.556,29.133,11.219
2010-11-18,1.956,0.046,11.441,5.767,1.265,0.534,18.884,10.408,0.389,0.009,7.523,2.402,0.866,1.034,9.955,0.0,2.345,0.055,18.964,8.17,2.131,1.568,28.839,10.408
2010-11-19,1.807,0.048,9.869,4.088,0.997,0.539,15.579,9.612,0.391,0.009,7.524,2.406,0.865,1.043,9.96,0.0,2.198,0.056,17.393,6.494,1.863,1.581,25.539,9.612
2010-11-20,2.044,0.066,9.32,3.578,1.048,0.537,14.461,9.635,0.393,0.009,7.526,2.411,0.865,1.052,9.966,0.0,2.437,0.075,16.846,5.989,1.913,1.59,24.427,9.635
2010-11-21,2.864,0.019,10.834,5.08,1.171,0.174,17.59,9.647,0.394,0.009,7.529,2.416,0.864,1.063,9.974,0.0,3.258,0.028,18.363,7.495,2.035,1.237,27.564,9.647
2010-11-22,8.047,0.012,14.009,9.242,1.128,0.683,24.58,9.614,0.396,0.009,7.533,2.421,0.863,1.075,9.983,0.0,8.442,0.021,21.543,11.663,1.991,1.758,34.563,9.614
2010-11-23,4.034,0.025,13.786,8.902,0.852,0.359,24.07,8.334,0.397,0.009,7.538,2.426,0.861,1.087,9.993,0.0,4.43,0.034,21.324,11.328,1.714,1.447,34.063,8.334
2010-11-24,2.836,0.07,14.709,10.353,0.713,0.232,26.189,7.798,0.398,0.009,7.544,2.432,0.86,1.1,10.004,0.0,3.235,0.079,22.253,12.784,1.573,1.332,36.193,7.798
2010-11-25,2.447,0.048,13.75,8.849,0.681,0.276,23.989,7.679,0.399,0.009,7.55,2.437,0.858,1.114,10.016,0.0,2.846,0.057,21.3,11.286,1.539,1.39,34.005,7.679
2010-11-26,2.212,0.036,13.51,8.493,0.711,0.308,23.445,7.706,0.4,0.009,7.557,2.443,0.857,1.128,10.028,0.0,2.613,0.044,21.066,10.936,1.568,1.436,33.473,7.706
2010-11-27,2.042,0.022,11.725,6.106,0.813,0.216,19.496,8.145,0.402,0.009,7.563,2.449,0.855,1.142,10.041,0.0,2.444,0.03,19.288,8.555,1.668,1.358,29.537,8.145
2010-11-28,2.052,0.025,12.448,7.019,1.007,0.2,21.075,8.296,0.403,0.009,7.57,2.455,0.853,1.157,10.053,0.0,2.454,0.034,20.018,9.474,1.86,1.357,31.128,8.296
2010-11-29,1.91,0.028,11.205,5.494,0.905,0.226,18.379,7.878,0.404,0.009,7.577,2.461,0.852,1.172,10.066,0.0,2.314,0.037,18.782,7.955,1.756,1.397,28.445,7.878
2010-11-30,1.738,0.035,8.406,2.814,0.817,0.263,12.644,7.527,0.404,0.009,7.584,2.467,0.85,1.186,10.078,0.0,2.143,0.044,15.99,5.281,1.667,1.449,22.722,7.527
2010-12-01,1.984,0.045,7.703,2.296,0.823,0.232,11.284,7.309,0.405,0.009,7.591,2.473,0.848,1.201,10.09,0.0,2.39,0.054,15.293,4.769,1.671,1.433,21.374,7.309
2010-12-02,1.961,0.041,7.632,2.247,0.741,0.223,11.149,7.065,0.406,0.009,7.597,2.479,0.846,1.215,10.102,0.0,2.367,0.05,15.228,4.726,1.587,1.438,21.251,7.065
2010-12-03,1.927,0.026,7.238,1.986,0.665,0.12,10.407,6.796,0.407,0.009,7.602,2.484,0.845,1.229,10.112,0.0,2.334,0.035,14.84,4.471,1.51,1.35,20.519,6.796
2010-12-04,1.76,0.008,6.749,1.688,0.627,0.174,9.501,6.545,0.408,0.009,7.607,2.49,0.843,1.243,10.122,0.0,2.168,0.017,14.356,4.178,1.47,1.416,19.623,6.545
2010-12-05,1.638,0.008,6.17,1.369,0.64,0.199,8.453,6.37,0.408,0.009,7.61,2.495,0.842,1.256,10.131,0.0,2.047,0.017,13.78,3.865,1.482,1.455,18.584,6.37
2010-12-06,1.632,0.009,6.035,1.301,0.531,0.22,8.213,6.226,0.409,0.009,7.613,2.5,0.84,1.268,10.139,0.0,2.041,0.018,13.648,3.801,1.372,1.488,18.352,6.226
2010-12-07,2.485,0.012,7.251,1.994,0.559,0.171,10.43,6.072,0.41,0.009,7.615,2.505,0.839,1.28,10.145,0.0,2.895,0.021,14.866,4.5,1.398,1.45,20.575,6.072
2010-12-08,2.112,0.01,8.315,2.743,0.486,0.19,12.465,5.756,0.41,0.009,7.615,2.51,0.839,1.29,10.149,0.0,2.522,0.019,15.93,5.253,1.325,1.48,22.614,5.756
2010-12-09,1.744,0.012,7.825,2.381,0.435,0.17,11.517,5.544,0.411,0.009,7.614,2.514,0.838,1.3,10.152,0.0,2.155,0.021,15.439,4.895,1.273,1.47,21.669,5.544
2010-12-10,1.623,0.023,7.374,2.074,0.408,0.162,10.661,5.448,0.412,0.009,7.611,2.518,0.838,1.308,10.153,0.0,2.034,0.031,14.985,4.592,1.246,1.47,20.814,5.448
2010-12-11,1.535,0.016,7.053,1.87,0.401,0.172,10.061,5.333,0.412,0.009,7.607,2.521,0.838,1.315,10.152,0.0,1.947,0.025,14.66,4.391,1.239,1.487,20.213,5.333
2010-12-12,1.355,0.026,6.93,1.795,0.471,0.172,9.833,5.255,0.413,0.009,7.601,2.525,0.838,1.321,10.149,0.0,1.768,0.034,14.53,4.319,1.309,1.493,19.982,5.255
2010-12-13,1.222,0.051,6.427,1.506,0.416,0.166,8.915,5.19,0.414,0.009,7.592,2.527,0.839,1.325,10.143,0.0,1.636,0.059,14.019,4.033,1.254,1.491,19.058,5.19
2010-12-14,1.198,0.05,5.183,0.913,0.475,0.178,6.738,5.111,0.414,0.009,7.582,2.529,0.839,1.328,10.134,0.0,1.613,0.059,12.765,3.442,1.314,1.506,16.872,5.111
2010-12-15,1.227,0.053,4.567,0.68,0.448,0.177,5.715,5.043,0.415,0.009,7.569,2.531,0.841,1.329,10.123,0.0,1.642,0.062,12.136,3.211,1.289,1.506,15.838,5.043
2010-12-16,1.227,0.055,4.253,0.576,0.415,0.174,5.209,4.969,0.416,0.009,7.554,2.532,0.843,1.328,10.11,0.0,1.643,0.063,11.808,3.108,1.258,1.502,15.319,4.969
2010-12-17,1.326,0.06,4.116,0.534,0.453,0.19,4.991,5.191,0.417,0.009,7.538,2.535,0.845,1.327,10.096,0.0,1.742,0.069,11.654,3.069,1.298,1.516,15.087,5.191
2010-12-18,1.248,0.058,4.483,0.651,0.634,0.175,5.578,5.155,0.417,0.009,7.52,2.538,0.849,1.324,10.081,0.0,1.665,0.067,12.003,3.189,1.483,1.499,15.659,5.155
2010-12-19,1.095,0.066,4.904,0.802,0.655,0.22,6.27,4.928,0.418,0.009,7.501,2.542,0.852,1.32,10.065,0.0,1.513,0.074,12.406,3.344,1.507,1.541,16.335,4.928
2010-12-20,1.038,0.058,4.908,0.804,0.806,0.226,6.277,4.828,0.418,0.009,7.481,2.546,0.857,1.316,10.049,0.0,1.456,0.067,12.389,3.351,1.662,1.542,16.326,4.828
2010-12-21,0.926,0.058,4.482,0.651,2.083,0.252,5.577,5.557,0.419,0.009,7.459,2.551,0.862,1.311,10.032,0.0,1.344,0.066,11.942,3.202,2.944,1.562,15.609,5.557
2010-12-22,0.835,0.04,7.713,2.303,4.292,0.293,11.303,6.669,0.419,0.009,7.437,2.557,0.867,1.305,10.015,0.0,1.254,0.048,15.149,4.86,5.159,1.597,21.318,6.669
2010-12-23,0.78,0.026,8.454,2.851,2.397,0.366,12.737,6.694,0.419,0.008,7.413,2.563,0.873,1.298,9.997,0.0,1.199,0.034,15.867,5.414,3.27,1.664,22.734,6.694
2010-12-24,0.786,0.019,7.35,2.059,1.485,0.294,10.617,6.77,0.42,0.008,7.388,2.569,0.879,1.291,9.978,0.0,1.206,0.028,14.739,4.628,2.364,1.585,20.595,6.77
2010-12-25,0.703,0.018,6.79,1.712,1.014,0.344,9.576,5.877,0.42,0.008,7.363,2.576,0.885,1.283,9.959,0.0,1.122,0.026,14.153,4.288,1.898,1.627,19.535,5.877
2010-12-26,0.681,0.019,5.273,0.95,0.733,0.394,6.891,5.295,0.42,0.008,7.336,2.583,0.892,1.275,9.939,0.0,1.102,0.028,12.61,3.533,1.624,1.669,16.83,5.295
2010-12-27,0.669,0.024,4.276,0.583,0.789,0.352,5.246,5.118,0.42,0.008,7.309,2.59,0.898,1.266,9.919,0.0,1.089,0.032,11.586,3.173,1.688,1.618,15.165,5.118
2010-12-28,52.397,0.042,33.006,67.97,20.24,0.937,74.986,24.87,0.421,0.008,7.282,2.597,0.905,1.257,9.899,0.0,52.818,0.05,40.287,70.567,21.145,2.194,84.885,24.87
2010-12-29,21.966,0.035,39.355,102.382,9.413,2.334,94.283,18.412,0.421,0.008,7.253,2.604,0.912,1.247,9.877,0.0,22.387,0.043,46.608,104.986,10.325,3.581,104.16,18.412
2010-12-30,8.462,0.04,17.64,15.805,2.424,0.403,33.177,14.09,0.421,0.008,7.225,2.612,0.919,1.238,9.856,0.0,8.883,0.048,24.865,18.417,3.343,1.64,43.033,14.09
2010-12-31,5.565,0.045,12.668,7.311,1.282,0.205,21.561,9.837,0.421,0.007,7.196,2.619,0.926,1.228,9.834,0.0,5.986,0.052,19.863,9.93,2.208,1.433,31.395,9.837
2011-01-01,4.529,0.059,11.22,5.511,0.926,0.174,18.41,8.281,0.421,0.007,7.167,2.626,0.933,1.218,9.811,0.0,4.951,0.066,18.386,8.137,1.859,1.392,28.221,8.281
2011-01-02,3.532,0.049,9.836,4.056,0.735,0.167,15.511,7.125,0.422,0.007,7.137,2.633,0.939,1.208,9.789,0.0,3.954,0.056,16.973,6.689,1.675,1.375,25.3,7.125
2011-01-03,2.955,0.049,8.454,2.851,0.749,0.153,12.737,6.566,0.422,0.007,7.108,2.64,0.946,1.198,9.766,0.0,3.377,0.056,15.561,5.491,1.695,1.351,22.503,6.566
2011-01-04,2.619,0.053,7.856,2.404,0.751,0.144,11.577,6.225,0.422,0.007,7.078,2.646,0.952,1.188,9.742,0.0,3.042,0.06,14.934,5.05,1.703,1.332,21.319,6.225
2011-01-05,2.936,0.07,7.473,2.14,0.645,0.158,10.848,6.292,0.422,0.007,7.049,2.652,0.958,1.179,9.719,0.0,3.359,0.076,14.521,4.792,1.603,1.336,20.567,6.292
2011-01-06,3.353,0.086,7.471,2.138,0.9,0.17,10.844,6.402,0.423,0.007,7.019,2.658,0.964,1.169,9.695,0.0,3.775,0.092,14.49,4.796,1.864,1.339,20.539,6.402
2011-01-07,2.841,0.069,7.707,2.299,1.037,0.169,11.292,5.843,0.423,0.007,6.99,2.663,0.969,1.16,9.671,0.0,3.264,0.076,14.697,4.962,2.006,1.329,20.963,5.843
2011-01-08,2.27,0.057,6.753,1.69,0.633,0.174,9.508,5.489,0.423,0.006,6.961,2.668,0.974,1.151,9.647,0.0,2.693,0.064,13.714,4.358,1.607,1.325,19.155,5.489
2011-01-09,2.055,0.058,5.704,1.141,0.533,0.175,7.632,5.199,0.423,0.006,6.933,2.672,0.978,1.143,9.623,0.0,2.479,0.064,12.637,3.813,1.511,1.318,17.255,5.199
2011-01-10,1.904,0.048,5.249,0.94,0.498,0.192,6.85,5.094,0.424,0.006,6.905,2.676,0.982,1.135,9.598,0.0,2.328,0.055,12.154,3.616,1.48,1.327,16.448,5.094
2011-01-11,2.081,0.056,4.682,0.72,0.482,0.213,5.903,4.955,0.424,0.006,6.878,2.679,0.985,1.128,9.574,0.0,2.505,0.062,11.56,3.399,1.467,1.34,15.477,4.955
2011-01-12,2.662,0.055,4.73,0.738,0.483,0.174,5.981,5.098,0.425,0.006,6.851,2.681,0.988,1.121,9.549,0.0,3.086,0.061,11.58,3.419,1.471,1.295,15.53,5.098
2011-01-13,3.5,0.06,5.522,1.058,0.465,0.188,7.317,4.897,0.425,0.006,6.825,2.682,0.99,1.115,9.524,0.0,3.925,0.066,12.347,3.74,1.455,1.302,16.841,4.897
2011-01-14,2.435,0.046,5.064,0.865,0.426,0.218,6.538,4.609,0.426,0.006,6.8,2.683,0.991,1.109,9.5,0.0,2.861,0.052,11.864,3.548,1.417,1.328,16.038,4.609
2011-01-15,2.036,0.048,5.043,0.856,0.404,0.223,6.502,4.46,0.426,0.006,6.775,2.682,0.991,1.105,9.475,0.0,2.462,0.054,11.819,3.539,1.395,1.327,15.977,4.46
2011-01-16,1.738,0.051,4.897,0.8,0.383,0.243,6.258,4.372,0.427,0.006,6.75,2.681,0.991,1.1,9.448,0.0,2.165,0.057,11.647,3.481,1.374,1.344,15.706,4.372
2011-01-17,1.863,0.035,4.872,0.79,0.421,0.26,6.217,4.347,0.428,0.006,6.721,2.679,0.989,1.096,9.417,0.0,2.29,0.041,11.594,3.469,1.41,1.356,15.634,4.347
2011-01-18,2.057,0.024,5.457,1.029,0.961,0.038,7.205,11.326,0.428,0.006,6.69,2.675,0.986,1.091,9.382,0.0,2.485,0.031,12.147,3.704,1.947,1.129,16.587,11.326
2011-01-19,2.019,0.021,10.94,5.197,2.12,0.389,17.815,11.172,0.429,0.006,6.655,2.671,0.983,1.086,9.344,0.0,2.448,0.027,17.595,7.868,3.103,1.475,27.159,11.172
2011-01-20,1.816,0.023,9.03,3.325,0.81,0.112,13.879,7.626,0.43,0.006,6.619,2.667,0.979,1.081,9.303,0.0,2.246,0.029,15.649,5.991,1.789,1.193,23.182,7.626
2011-01-21,3.155,0.02,10.295,4.511,0.689,0.284,16.46,7.065,0.431,0.006,6.58,2.661,0.974,1.076,9.258,0.0,3.585,0.026,16.874,7.172,1.663,1.36,25.718,7.065
2011-01-22,4.415,0.02,9.384,3.635,0.649,0.328,14.59,6.882,0.431,0.006,6.539,2.655,0.968,1.071,9.211,0.0,4.846,0.026,15.922,6.29,1.617,1.398,23.801,6.882
2011-01-23,5.702,0.02,9.293,3.554,0.582,0.268,14.407,6.853,0.432,0.006,6.496,2.648,0.961,1.065,9.162,0.0,6.134,0.026,15.789,6.202,1.543,1.333,23.569,6.853
2011-01-24,3.731,0.018,8.707,3.054,0.507,0.183,13.235,6.448,0.433,0.006,6.452,2.64,0.954,1.06,9.111,0.0,4.164,0.025,15.159,5.694,1.461,1.243,22.346,6.448
2011-01-25,2.755,0.05,7.919,2.449,0.468,0.155,11.699,6.062,0.434,0.006,6.407,2.633,0.947,1.054,9.058,0.0,3.189,0.056,14.326,5.082,1.414,1.209,20.757,6.062
2011-01-26,2.323,0.065,7.139,1.924,0.448,0.143,10.222,5.763,0.434,0.007,6.36,2.624,0.938,1.049,9.003,0.0,2.758,0.071,13.5,4.548,1.386,1.192,19.225,5.763
2011-01-27,2.036,0.062,6.733,1.678,0.475,0.14,9.471,5.661,0.435,0.007,6.314,2.615,0.93,1.043,8.948,0.0,2.471,0.069,13.046,4.294,1.405,1.183,18.419,5.661
2011-01-28,1.877,0.055,5.941,1.254,0.439,0.153,8.048,5.501,0.436,0.007,6.266,2.606,0.921,1.038,8.892,0.0,2.313,0.062,12.207,3.86,1.36,1.191,16.94,5.501
2011-01-29,1.667,0.046,5.56,1.075,0.413,0.166,7.383,5.368,0.436,0.007,6.219,2.597,0.912,1.033,8.835,0.0,2.103,0.053,11.779,3.672,1.325,1.199,16.218,5.368
2011-01-30,1.445,0.051,5.167,0.906,0.383,0.167,6.71,5.064,0.437,0.007,6.172,2.587,0.903,1.027,8.778,0.0,1.882,0.058,11.338,3.493,1.285,1.195,15.488,5.064
2011-01-31,1.36,0.052,5.599,1.092,0.454,0.165,7.45,5.008,0.438,0.007,6.125,2.577,0.893,1.022,8.722,0.0,1.798,0.059,11.724,3.67,1.347,1.187,16.172,5.008
2011-02-01,1.124,0.064,6.057,1.312,0.412,0.159,8.252,4.854,0.438,0.007,6.078,2.567,0.883,1.017,8.666,0.0,1.562,0.071,12.135,3.879,1.295,1.176,16.918,4.854
2011-02-02,1.048,0.057,5.605,1.095,0.414,0.171,7.461,4.741,0.439,0.007,6.033,2.557,0.874,1.012,8.61,0.0,1.486,0.064,11.638,3.652,1.288,1.183,16.071,4.741
2011-02-03,1.005,0.055,6.185,1.377,0.423,0.172,8.481,4.816,0.439,0.007,5.988,2.547,0.864,1.008,8.556,0.0,1.444,0.062,12.174,3.924,1.287,1.18,17.037,4.816
2011-02-04,1.034,0.059,6.257,1.415,0.541,0.178,8.609,4.782,0.439,0.007,5.945,2.537,0.854,1.004,8.503,0.0,1.474,0.066,12.202,3.952,1.395,1.182,17.112,4.782
2011-02-05,0.942,0.072,6.044,1.305,0.416,0.186,8.229,4.631,0.44,0.007,5.904,2.527,0.845,0.999,8.452,0.0,1.382,0.079,11.948,3.832,1.261,1.185,16.681,4.631
2011-02-06,0.841,0.073,4.895,0.799,0.432,0.19,6.255,4.451,0.44,0.007,5.865,2.517,0.836,0.996,8.403,0.0,1.281,0.08,10.76,3.316,1.268,1.185,14.658,4.451
2011-02-07,9.106,0.131,6.797,1.716,5.573,0.169,9.588,7.829,0.44,0.007,5.827,2.507,0.827,0.992,8.356,0.0,9.546,0.138,12.624,4.222,6.399,1.16,17.944,7.829
2011-02-08,6.246,0.105,12.495,7.081,2.535,0.636,21.179,5.711,0.44,0.007,5.793,2.497,0.818,0.989,8.312,0.0,6.686,0.112,18.287,9.578,3.353,1.625,29.491,5.711
2011-02-09,3.714,0.088,7.392,2.086,0.876,0.338,10.696,4.838,0.44,0.007,5.76,2.488,0.81,0.986,8.271,0.0,4.154,0.096,13.153,4.574,1.686,1.324,18.967,4.838
2011-02-10,2.615,0.081,7.056,1.872,0.616,0.268,10.067,4.642,0.44,0.007,5.731,2.479,0.802,0.983,8.233,0.0,3.055,0.088,12.787,4.351,1.417,1.251,18.3,4.642
2011-02-11,2.079,0.078,7.449,2.123,0.519,0.258,10.802,4.514,0.44,0.007,5.705,2.47,0.794,0.981,8.198,0.0,2.519,0.086,13.153,4.594,1.313,1.24,19.0,4.514
2011-02-12,1.847,0.076,6.755,1.691,0.467,0.236,9.511,4.377,0.439,0.007,5.682,2.462,0.788,0.979,8.167,0.0,2.286,0.084,12.437,4.153,1.255,1.216,17.678,4.377
2011-02-13,1.747,0.081,6.368,1.474,0.409,0.271,8.809,4.277,0.439,0.007,5.663,2.455,0.782,0.978,8.141,0.0,2.185,0.088,12.031,3.929,1.19,1.249,16.95,4.277
2011-02-14,1.823,0.083,6.762,1.695,0.438,0.247,9.524,4.372,0.438,0.007,5.648,2.448,0.776,0.977,8.119,0.0,2.261,0.09,12.41,4.143,1.214,1.224,17.643,4.372
2011-02-15,1.633,0.081,6.784,1.708,0.377,0.236,9.564,4.196,0.437,0.007,5.636,2.441,0.771,0.978,8.099,0.0,2.07,0.089,12.419,4.149,1.148,1.214,17.663,4.196
2011-02-16,1.413,0.077,5.669,1.124,0.335,0.248,7.571,4.087,0.436,0.007,5.624,2.434,0.766,0.98,8.081,0.0,1.849,0.085,11.293,3.559,1.102,1.227,15.652,4.087
2011-02-17,1.233,0.078,5.151,0.9,0.313,0.238,6.684,4.025,0.435,0.007,5.614,2.428,0.762,0.983,8.064,0.0,1.669,0.085,10.765,3.328,1.075,1.221,14.748,4.025
2011-02-18,1.13,0.062,4.92,0.809,0.311,0.245,6.297,3.956,0.434,0.007,5.604,2.422,0.757,0.988,8.049,0.0,1.565,0.07,10.525,3.231,1.068,1.233,14.346,3.956
2011-02-19,1.054,0.053,4.49,0.653,0.326,0.273,5.589,3.952,0.433,0.007,5.595,2.416,0.753,0.995,8.034,0.0,1.487,0.06,10.085,3.07,1.079,1.267,13.623,3.952
2011-02-20,1.062,0.059,4.771,0.753,0.312,0.25,6.049,3.915,0.432,0.007,5.587,2.411,0.749,1.002,8.019,0.0,1.494,0.066,10.358,3.163,1.062,1.252,14.068,3.915
